name,address,other_address
워시프렌즈 셀프빨래방 서울독산동점,서울 금천구 금하로1마길 15-3 101호 1층,(지번) 독산동 1115
크린토피아 코인워시 난향점,서울 관악구 난곡로 42 파크프라자 103호,(지번) 신림동 1735-9
힐링워시,서울 금천구 탑골로 17,(지번) 시흥동 220-73
크리닝업 독산동점,서울 금천구 범안로 1136 중앙하이츠아파트 상가동 104호,(지번) 독산동 1140
워시팡팡 시흥3동점,서울 금천구 시흥대로 92 104호,(지번) 시흥동 954-2
워시프렌즈 서울삼성동점,서울 관악구 광신길 86 106호,(지번) 신림동 1713
셀피아 관악난곡점,서울 관악구 난곡로 118 1층,(지번) 신림동 661-51
덱스타워시24 소하점,경기 광명시 신촌로 3 1층,(지번) 소하동 1323-3
코인워시24셀프빨래방 소하점,경기 광명시 신촌로 3,(지번) 소하동 1323-3
워시피플 관악난곡점,서울 관악구 난곡로35가길 5 뉴스토리하우스 1층 1호,(지번) 신림동 706-44
크린업24 광명하안점,경기 광명시 하안로 233,(지번) 하안동 260-4
워시피플셀프빨래방 노원중계동점,서울 노원구 덕릉로 623-10 1층,(지번) 중계동 236-3
크린토피아 코인워시 쌍문2동점,서울 도봉구 방학로3길 123,(지번) 쌍문동 569
크린업24셀프빨래방 상계점,서울 노원구 상계로12길 42,(지번) 상계동 178-19
크린업24 노원중계점,서울 노원구 동일로207길 23,(지번) 중계동 503
더런드리 셀프빨래방 중계점,서울 노원구 중계로14길 41,(지번) 중계동 93-18
크린토피아 코인워시 상계7단지점,서울 노원구 상계로1길 62-40 1층,(지번) 상계동 581-51
클린업24셀프빨래방 창동점,서울 도봉구 도봉로134길 28,(지번) 창동 731-66
워시엔조이 셀프빨래방 노원상계점,서울 노원구 노원로28길 67,(지번) 상계동 184-20
워시스토리 서울노원점,서울 노원구 노원로26길 69 1층,(지번) 상계동 194-22
크린토피아 코인워시 방학1동점,서울 도봉구 방학로2길 82 1층,(지번) 방학동 703
크린업24 셀프빨래방 상계점,서울 노원구 한글비석로24길 77,(지번) 상계동 140-226
크린토피아 코인워시 방학초교점,서울 도봉구 도당로9길 46,(지번) 방학동 304-30
워시프렌즈 셀프빨래방 도봉구 방학동점,서울 도봉구 도봉로152길 16 현대렉시온상가 1층 111호,(지번) 방학동 719-2
코인워시24빨래터 상계점,서울 노원구 상계로9가길 31,(지번) 상계동 389-420
크린업셀프빨래방 노원점,서울 노원구 상계동 581-88,
크린토피아 코인워시 방학점,서울 도봉구 도당로 36 재인상가 101호,(지번) 방학동 263-75
크린토피아 코인워시 방학동도깨비시장점,서울 도봉구 도당로15길 27 1층,(지번) 방학동 634-34
버블맨24 상계1호점,서울 노원구 한글비석로46길 40 1층,(지번) 상계동 135-80
셀프크리닝,서울 도봉구 도봉로133길 42,(지번) 쌍문동 21-15
셀프크리닝,서울 노원구 동일로228길 35,(지번) 상계동 630
화이트365 상계점,서울 노원구 상계로12길 18 1층,(지번) 상계동 177-79
코인워시24빨래터 방학점,서울 도봉구 도당로13길 35,(지번) 방학동 632-49
워시프렌즈 노원상계10동점,서울 노원구 노원로 522,(지번) 상계동 673
월드크린셀프크리닝 상계점,서울 노원구 상계로1길 74,(지번) 상계동 581-6
코인24시빨래방 당고개역점,서울 노원구 상계로 299-2,(지번) 상계동 111-118
워시프렌즈 서울상계2동점,서울 노원구 상계로12길 35-9 1층,(지번) 상계동 177-53
24시 셀프빨래방,서울 도봉구 도봉로145길 93 1층,(지번) 방학동 696-24
워시엔조이 도봉방학점,서울 도봉구 도봉로145길 55 1층,(지번) 방학동 687
크린토피아 코인워시 노원상계푸르지오점,서울 노원구 수락산로 17-1,(지번) 상계동 140-147
화이트365 방학1동점,서울 도봉구 도봉로145길 93,(지번) 방학동 696-24
코인세탁,서울 도봉구 마들로 732,(지번) 도봉동 631-21
크린토피아 코인워시 수락파르코점,서울 노원구 동일로 1700 토마토파르코 205호,(지번) 상계동 1267
화이트365 도봉점,서울 도봉구 도봉로180길 28 도봉투웨니퍼스트2단지 203동 104호,(지번) 도봉동 62-43
워시엔조이 상계수락점,서울 노원구 동일로237길 59 1층,(지번) 상계동 1054-5
위니아24크린샵 상계점,서울 노원구 동일로239길 40 1층,(지번) 상계동 1102-28
셀프드라이크리닝,서울 노원구 동일로231길 62,(지번) 상계동 1068
코인워시24빨래터 창신점,서울 종로구 창신길 47,(지번) 창신동 647-16
크린토피아 코인워시 왕십리역점,서울 성동구 마조로9길 6-6,(지번) 행당동 1-95
크린토피아 코인워시 신당6동점,서울 중구 다산로42나길 46,(지번) 신당동 846
워시엔조이셀프빨래방 용두점,서울 동대문구 무학로34길 50 1층,(지번) 용두동 102-2
크린토피아 코인워시 장안시장점,서울 동대문구 답십리로64길 103 102호,(지번) 장안동 183-16
코인워시24빨래방 고려대점,서울 동대문구 안암로 108,(지번) 제기동 146-47
셀프빨래방24시 한성대점,서울 성북구 삼선교로10다길 6,(지번) 삼선동1가 261
크린토피아 코인워시 왕십리홍익점,서울 성동구 왕십리로20길 41 1층 크린토피아,(지번) 홍익동 122-4
셀프빨래방,서울 종로구 숭인동길 54,(지번) 숭인동 410
크린토피아 코인워시 성신여대점,서울 성북구 보문로30나길 2 1층,(지번) 동선동2가 185
스피드24클리닝,서울 종로구 종로 347 롯데캐슬천지인 지하1층,(지번) 숭인동 76
크린토피아 코인워시 답십리점,서울 동대문구 답십리로 130 래미안위브 아파트 102동,(지번) 답십리동 1003
AMPM워시큐 청계블루,서울 중구 난계로23길 27,(지번) 황학동 1719
펭귄하우스 크리닝센터 성동점,서울 성동구 무학봉28길 24 1층,(지번) 행당동 286-23
워시프렌즈 셀프빨래방 성신여대점,서울 성북구 고려대로5길 83,(지번) 삼선동5가 397
코인워시24 한양대점,서울 성동구 마조로9길 11 1층,(지번) 행당동 1-64
아쿠아워시셀프빨래방 서울전농동점,서울 동대문구 서울시립대로 129-4 1층,(지번) 전농동 127-50
크린토피아 코인워시 왕십리텐즈힐점,서울 성동구 무학로 33 텐즈힐 117동 B108호,(지번) 하왕십리동 1066
화이트365 신당점,서울 중구 퇴계로86길 100 1층,(지번) 신당동 48-14
화이트365 안암점,서울 성북구 고려대로26길 1 1층,(지번) 안암동5가 103-233
코런셀프빨래방 한성대점,서울 성북구 보문로35길 33 1층,(지번) 삼선동4가 56
워시하우스 왕십리점,서울 성동구 왕십리로 410 센트라스상가 I동 140호,(지번) 상왕십리동 816
크린토피아 코인워시 왕십리센트라스점,서울 성동구 왕십리로 410 센트라스 상가 J동 141호,(지번) 상왕십리동 816-1
셀프빨래방 워시엔조이 장안동점,서울 동대문구 장한로18길 59 1층,(지번) 장안동 339-27
펭귄하우스 크리닝센터 (숭인동점),서울 종로구 난계로29길 14,(지번) 숭인동 1375
위니아24크린샵 서울장안점,서울 동대문구 사가정로27길 26-15,(지번) 장안동 94-69
워시프렌즈 셀프빨래방 청량리점,서울 동대문구 제기로38길 10,(지번) 청량리동 36-16
우리셀프빨래방협동조합 장안동점,서울 동대문구 한천로6길 36,(지번) 장안동 409-8
위워시 왕십리점,서울 성동구 왕십리로24길 21-1,(지번) 도선동 185-25
크린토피아 코인워시365 동대문전농배봉초교점,서울 동대문구 한천로39길 27,(지번) 전농동 4-3
크린앤화이트24시코인셀프빨래방,서울 동대문구 한천로40길 11,(지번) 장안동 109-10
워시팡팡 휘경점,서울 동대문구 망우로8길 11,(지번) 휘경동 312-27
우리셀프빨래방협동조합 장안점,서울 동대문구 장한로21길 11-12,(지번) 장안동 382-6
화이트365 신당역점,서울 중구 다산로46길 17,(지번) 흥인동 13-1
셀프빨래방24시 용답점,서울 성동구 용답중앙13길 5,(지번) 용답동 82-6
워시프렌즈셀프빨래방 동대문장한평점,서울 동대문구 한천로24길 70 1층 108호,(지번) 장안동 381-1
크린업24 한성대점,서울 성북구 삼선동3가 116 1층,
셀피아 동대문고대점,서울 동대문구 안암로 116-1,(지번) 제기동 67-209
크린업24 제기동점,서울 동대문구 왕산로23길 89 이수브라운스톤아파트 상가,(지번) 제기동 252
AMPM워시큐 답십리점,서울 성동구 용답중앙11길 18,(지번) 용답동 75-8
워시타임 서울장안동점,서울 동대문구 답십리로64길 84 1층,(지번) 장안동 165-11
코인워시24 성신여대점,서울 성북구 보문로30가길 17,(지번) 동선동2가 195
크린업24셀프빨래방 장안동점,서울 동대문구 장한로21길 9,(지번) 장안동 373-8
런드리24 제기점,서울 동대문구 고산자로 507,(지번) 제기동 721
워시프렌즈 셀프빨래방 신당상왕십리점,서울 중구 신당동 855 상가 2층 6호,
미스터셀프크리닝 삼선교점,서울 성북구 삼선교로10길 64,(지번) 삼선동2가 278-2
스토리셀프빨래방,서울 성북구 고려대로2길 37 1층 112호,(지번) 보문동4가 116
위니아24크린샵 숭인점,서울 종로구 종로56길 16,(지번) 숭인동 296
화이트365 제기동역점,서울 동대문구 왕산로16가길 36,(지번) 용두동 105-1
화이트365 경희대점,서울 동대문구 회기로 134,(지번) 회기동 105-35
워시맨 보문점,서울 성북구 지봉로24길 14-1,(지번) 보문동2가 220
워시팡팡 셀프빨래방24시 안암점,서울 성북구 고려대로8길 23 1층,(지번) 안암동3가 1
AMPM워시큐 셀프빨래방 용두동점,서울 동대문구 무학로26길 16,(지번) 용두동 779
크린토피아 코인워시 동작우체국점,서울 동작구 여의대방로22바길 2,(지번) 신대방동 364-75
24시셀프빨래방,서울 영등포구 여의대방로55길 25,(지번) 신길동 450-16
워시프렌즈 셀프빨래방 신길삼거리점,서울 영등포구 도신로 256 2층,(지번) 신길동 100-24
셀피아 영등포신길동점,서울 영등포구 영등포로86가길 24,(지번) 신길동 95-168
24시셀프빨래방플러스 노량진점,서울 동작구 노량진로 140 메가스터디타워 지하 1층,(지번) 노량진동 57-1
삼성24시셀프빨래방 2호점,서울 동작구 상도로34길 25,(지번) 상도동 157
코인워시 24빨래터 신대방점,서울 동작구 국사봉길 26,(지번) 신대방동 338-19
크린토피아 코인워시365 상도스위트점,서울 동작구 상도로15길 23,(지번) 상도동 351-5
크린업24셀프빨래방,서울 동작구 성대로5길 2,(지번) 상도동 250-16
24시빨래터 장승배기점,서울 동작구 상도로15길 131 휴엔하임 109호,(지번) 상도동 363-164
워시엔조이셀프빨래방 상도역점,서울 동작구 상도로41길 38 영화맨션 101호,(지번) 상도1동 434-2
워시엔조이 셀프빨래방 상도점,서울 동작구 국사봉1길 137,(지번) 상도동 289-23
화이트365 신대방삼거리역점,서울 동작구 국사봉길 74,(지번) 상도동 299-58
펭귄하우스 래미안용산점,서울 용산구 한강대로 95 래미안 용산 단지 내 상가 B233호,(지번) 한강로2가 408
AMPM워시큐 노량진점,서울 동작구 만양로14길 28 2층,(지번) 노량진동 207-5
셀빨래방 신길점,서울 영등포구 영등포로79길 6,(지번) 신길동 65-91
크린토피아 코인워시365 이촌2동점,서울 용산구 이촌로18길 21 101동 1302호,(지번) 이촌동 203-52
워시타임 당산점,서울 영등포구 버드나루로15길 2 1층,(지번) 당산동 121-132
화이트 빨래방,서울 동작구 대방동길 15,(지번) 대방동 391-15
펭귄하우스 용산트럼프월드점,서울 용산구 한강대로 26 한강대우트럼프월드 3차 2층 201호,(지번) 한강로3가 65-230
24시셀프빨래방플러스 상도점,서울 동작구 장승배기로4길 9 상도더샵1차아파트 정문상가 1층,(지번) 상도동 521
더런드리 노량진점,서울 동작구 만양로8길 50 우성아파트 상가,(지번) 노량진동 323
셀피아 상도동점,서울 동작구 상도로41길 16,(지번) 상도1동 401-1
AMPM워시큐 본동점,서울 동작구 노량진로26길 32-3,(지번) 본동 50-49
펭귄하우스 상도2호점,서울 동작구 상도로45길 57,(지번) 상도1동 333-2
펭귄하우스 상도휴엔하임점,서울 동작구 상도로15길 131 상도 휴엔하임 109호,(지번) 상도동 363-164
퍼펙트런드리,서울 동작구 양녕로25라길 19 101호,(지번) 상도동 210-163
워시엔조이 빨래방 신상도점,서울 동작구 양녕로25길 9,(지번) 상도동 210-203
에코클린 24 셀프빨래방,서울 동작구 만양로14길 60,(지번) 노량진동 202-1
펭귄하우스 상도1호점,서울 동작구 양녕로22가길 67,(지번) 상도동 214-291
24시셀프빨래방플러스 흑석점,서울 동작구 서달로 150 해가든아파트상가 1층,(지번) 흑석동 332
크린라이프 대방점,서울 동작구 대방동1길 1,(지번) 대방동 394-5
워시피플 대방역점,서울 동작구 여의대방로54길 29 1층,(지번) 대방동 339-8
24시셀프빨래방 흑석점,서울 동작구 서달로 150 해가든아파트 1층,(지번) 흑석동 332
워시피플셀프빨래방 흑석중앙대점,서울 동작구 현충로 52,(지번) 흑석동 158
삼성24시셀프빨래방 장승배기점,서울 동작구 상도로15길 103,(지번) 상도동 360-6
위니아24크린샵 상도점,서울 동작구 국사봉1길 104 1층,(지번) 상도동 298-26
코인워시24빨래터 연희점,서울 서대문구 연희로4길 9,(지번) 연희동 353-76
코인셀프빨래방 홍대점,서울 마포구 와우산로29길 63,(지번) 서교동 332-3
워시엔조이 셀프빨래방 마포연남점,서울 마포구 연남로5길 43,(지번) 연남동 562-23
호스텔클레오 코인런드리,서울 마포구 연희로 27 호스텔 클레오 지하 1층,(지번) 동교동 113-96
크린토피아 코인워시 마포구청역점,서울 마포구 성미산로1길 66 1층,(지번) 성산동 261-28
크린토피아 코인워시 상암DMC점,서울 마포구 월드컵북로 350 상가 103호,(지번) 상암동 41-16
크린토피아 코인워시 남가좌현대점,서울 서대문구 가재울로 69,(지번) 남가좌동 190-60
코인워시 24빨래터 명지대점,서울 서대문구 명지대길 28,(지번) 홍은동 421-15
화이트365 홍대입구점,서울 마포구 월드컵북로2길 37,(지번) 동교동 158-6
24시셀프빨래방,서울 마포구 신촌로4길 8,(지번) 동교동 175-1
빨래살롱,서울 마포구 월드컵로8길 37-7 1층,(지번) 서교동 483-25
코인워시24 홍대입구역점,서울 마포구 연남로5길 36,(지번) 연남동 504-23
셀피아 서대문연세대점,서울 서대문구 연희로10길 26,(지번) 연희동 293-1
크린토피아 코인워시 마포서교점,서울 마포구 월드컵로14길 61 천일빌딩 1층,(지번) 서교동 469-28
24시간빨래하는날,서울 마포구 성미산로19길 31,(지번) 연남동 482-2
펭귄하우스 상암미르웰점,서울 마포구 모래내로3길 11 상암미르웰한올림 204호,(지번) 성산동 593-5
크린토피아 코인워시365 남가좌래미안1차점,서울 서대문구 증가로 201 1층,(지번) 북가좌동 286-18
크린토피아 코인워시 성산시장점,서울 마포구 월드컵로25길 26 영화블렌하임 1층,(지번) 망원동 517
화이트365 합정점,서울 마포구 월드컵로7길 103,(지번) 합정동 440-19
크린토피아 코인워시 남가좌파크뷰자이점,서울 서대문구 가재울미래로 2 202동상가 105호,(지번) 남가좌동 384
펭귄하우스 상암DMC점,서울 마포구 월드컵북로54길 25 상암DMC푸르지오시티 지하1층 B123호,(지번) 상암동 1596
더런드리 DMC점,서울 서대문구 모래내로 151 디엠씨엘가 103호,(지번) 남가좌동 387
워시엔조이 마포합정점,서울 마포구 동교로 55 1층,(지번) 망원동 384-45
더런드리 연남점,서울 마포구 성미산로19길 60 1층,(지번) 연남동 478-18
워시엔조이 마포성산점,서울 마포구 성암로7길 22 102호,(지번) 중동 39-9
버블맨24마포서교점,서울 마포구 월드컵북로9길 18,(지번) 성산동 234-22
워시피플 마포구홍대점,서울 마포구 와우산로26길 9-19,(지번) 창전동 6-148
AMPM워시큐 망원2동점,서울 마포구 월드컵로25길 105,(지번) 망원동 421-1
셀피아 서대문명지대점,서울 서대문구 명지대길 68-2,(지번) 남가좌동 8-15
화이트365 망원점,서울 마포구 방울내로 67,(지번) 망원동 435-1
워시엔조이 마포망원점,서울 마포구 망원로7길 19-24,(지번) 망원동 424-9
크린토피아 코인워시 마포보건소점,서울 마포구 월드컵로36길 18 삼라마이다스 1층,(지번) 성산동 590-2
코인워시24 북가좌점,서울 서대문구 거북골로 176,(지번) 북가좌동 304-28
크린토피아 코인워시365 경성고교점,서울 마포구 성미산로11길 32 1층,(지번) 성산동 210-1
워시큐 망원점,서울 마포구 희우정로10길 2,(지번) 망원동 394-65
워시엔조이 셀프빨래방 마포성산점,서울 마포구 성암로7길 22 백명트랜디아파트 102호,(지번) 중동 39-9
크린토피아 코인워시365 마포건영월드컵점,서울 마포구 성암로1길 12,(지번) 성산동 600
크린토피아 코인워시365 상암점,서울 마포구 월드컵로42길 40 상암근린상가 129호,(지번) 상암동 1680
크린업24 성산점,서울 마포구 성미산로11길 81,(지번) 성산동 21-28
워시스토리셀프빨래방연희연세대점,서울 서대문구 성산로 381,(지번) 연희동 344-26
런드리즈,서울 서대문구 명지대길 29 1층,(지번) 남가좌동 322-21
코인워시24빨래터 서대문역점,서울 서대문구 경기대로 80,(지번) 충정로2가 37-15
코인워시24 응암점,서울 은평구 응암로25길 5,(지번) 응암3동 124-6
워시엔조이셀프빨래방 은평응암점,서울 은평구 응암로14길 19-1,(지번) 응암동 335-26
아쿠아워시셀프빨래방 홍제점,서울 서대문구 세무서9길 15 1층,(지번) 홍제동 266-66
크린토피아 코인워시 독립문현대점,서울 종로구 통일로 246-10 무악현대프라자 1층 106호,(지번) 무악동 82
24시셀프빨래방,서울 은평구 증산서길 88,(지번) 증산동 186-13
셀빨래방 독립문점,서울 서대문구 독립문로 42 1층,(지번) 천연동 41
코인워시24빨래터 북아현점,서울 서대문구 북아현로 82-1,(지번) 북아현동 1-254
크린토피아 코인워시365 롯데수퍼홍제점,서울 서대문구 통일로 397,(지번) 홍제동 469
크린업24 북가좌점,서울 서대문구 응암로 143-12,(지번) 북가좌동 335-19
24시셀프빨래터 응암3호점,서울 은평구 응암로12길 26-1,(지번) 응암동 751-25
신사워시24시셀프빨래방,서울 은평구 증산로15길 13,(지번) 증산동 157-26
이지워시 교남점,서울 종로구 송월길 155 경희궁자이4단지 상가 1층 31호,(지번) 교북동 12-19
워시피플,서울 은평구 가좌로7가길 2 1층,(지번) 응암동 731-1
셀프빨래방,서울 은평구 가좌로7가길 2,(지번) 응암동 731-1
마마운동화이불빨래방 응암점,서울 은평구 응암로22길 15,(지번) 응암동 427-64
워시피플셀프빨래방은평구응암동점,서울 은평구 가좌로7가길 22,(지번) 응암동 731-30
크린토피아 코인워시 역삼언주로점,서울 강남구 언주로71길 17 금강빌딩 101호,(지번) 역삼동 774-35
크린토피아 코인워시 서울교대점,서울 서초구 서초대로60길 34 문화빌딩 1층,(지번) 서초동 1668-11
워시엔조이 셀프빨래방 서초효성점,서울 서초구 강남대로51길 10 105호,(지번) 서초동 1337-6
크린토피아 코인워시 서초서울고점,서울 서초구 반포대로21길 27 화원그랑빌아파트 1층 102호,(지번) 서초동 1510-15
크린토피아 코인워시 역삼역점,서울 강남구 역삼로19길 14 노블스위트 104호,(지번) 역삼동 747
크린토피아 코인워시 양재2동점,서울 서초구 동산로6길 41-3 고암빌딩 1층,(지번) 양재동 368-11
화이트365 개포점,서울 강남구 개포로 235 한영빌딩 1층 103호,(지번) 개포동 1259
크린업24 강남역삼점,서울 강남구 강남대로84길 15 효성해링턴타워,(지번) 역삼동 825-24
화이트365 양재점,서울 서초구 강남대로6길 88 1층,(지번) 양재동 361
코인워시24셀프빨래터 강남대치점,서울 강남구 선릉로64길 15-12,(지번) 대치동 923-9
워시테리아 역삼점,서울 강남구 역삼로 152 1층,(지번) 역삼동 789-6
워시엔조이 역삼2호점,서울 강남구 역삼로11길 13-4,(지번) 역삼동 750-26
워시엔조이 셀프빨래방 서초교대점,서울 서초구 서초중앙로8길 21 101호,(지번) 서초동 1622-18
셀피아 강남양재점,서울 강남구 강남대로48길 15,(지번) 도곡동 948-5
워시엔조이 양재매헌역점,서울 서초구 강남대로18길 16-8 1층,(지번) 양재동 314-2
워시엔조이 양재역점,서울 서초구 강남대로30길 40 1층,(지번) 양재동 17-42
크린토피아 코인워시 서초GS자이점,서울 서초구 서초중앙로2길 84,(지번) 서초동 1442-1
화이트365 역삼점,서울 강남구 언주로71길 33 1층,(지번) 역삼동 774
크린토피아 코인워시 서초상문고점,서울 서초구 명달로 32 유니빌 102호,(지번) 서초동 1487-132
워시피플셀프빨래방 서초남부터미널점,서울 서초구 반포대로12길 37 리슈빌오피스텔 106호,(지번) 서초동 1589-10
워시엔조이 역삼1호점,서울 강남구 논현로63길 47,(지번) 역삼동 799-3
어반오아시스,서울 강남구 개포로17길 13 1층,(지번) 개포동 1244-7
더런드리 양재점,서울 서초구 논현로31길 68 1층,(지번) 양재동 16-33
크린토피아 코인워시 방배3동점,서울 서초구 효령로34길 62,(지번) 방배동 1020-9
워시프렌즈 뱅뱅사거리점,서울 강남구 도곡로4길 13,(지번) 도곡동 944-12
더런드리 강남개포점,서울 강남구 개포로22길 47 1층,(지번) 개포동 1201
더런드리 양재직영점,서울 서초구 동산로14길 9 1층,(지번) 양재동 391-16
어반런드렛 서초,서울 서초구 명달로 90 1층,(지번) 서초동 1516-4
워시엔조이 개포점,서울 강남구 논현로6길 13,(지번) 개포동 1189-10
워시엔조이셀프빨래방 서초역점,서울 서초구 반포대로24길 8,(지번) 서초동 1544-9
위니아24크린샵 역삼2호점,서울 강남구 언주로65길 30 1층,(지번) 역삼동 780-41
워시프렌즈 셀프빨래방 서초1동점,서울 서초구 사임당로 105,(지번) 서초동 1647-2
워시프렌즈 서초우면점,서울 서초구 바우뫼로2길 67 1층,(지번) 우면동 8-7
런드로맷카페,서울 서초구 남부순환로350길 69,(지번) 양재동 10-38
런드로맷,서울 서초구 남부순환로315길 34-5 1층,(지번) 서초동 1469-20
워시라움 역삼점,서울 강남구 도곡로21길 27 1층 101호,(지번) 역삼동 795-3
낭만빨래방 역삼역점,서울 강남구 테헤란로14길 34 1층,(지번) 역삼동 828-28
워시프렌즈 서울역삼점,서울 강남구 논현로65길 22,(지번) 역삼동 795-37
워시엔조이셀프빨래방강남도곡점,서울 강남구 논현로51길 13,(지번) 도곡동 876-15
크린토피아 코인워시 신당약수점,서울 중구 동호로8길 5,(지번) 신당동 373-8
금호셀프빨래방,서울 성동구 장터2길 19 1층,(지번) 금호동4가 1375
블루워시 성수점,서울 성동구 상원길 58,(지번) 성수동1가 13-103
코인워시24 셀프빨래방 성균관대점,서울 종로구 성균관로 40,(지번) 명륜1가 83-5
워시프렌즈 서울혜화점,서울 종로구 혜화로6길 9 1층,(지번) 혜화동 15-29
크린토피아 코인워시 돈암초교점,서울 성북구 동소문로13길 21 1층,(지번) 동소문동4가 222
크린업24 셀프빨래방,서울 성북구 장월로1길 74-12 거성빌 1층,(지번) 상월곡동 71-7
크린토피아 코인워시 길음래미안점,서울 성북구 길음로 20 길음뉴타운제상가동 115호,(지번) 길음동 1283-4
크린업24셀프빨래방,서울 성북구 아리랑로5길 39 샤인힐 103호,(지번) 동소문동7가 75-20
크린토피아 코인워시365 성북종암동점,서울 성북구 월곡로 58,(지번) 종암동 3-377
워시프렌즈 셀프빨래방 동소문동점,서울 성북구 동소문로13길 7,(지번) 동소문동4가 273
런드리나인 셀프빨래방 하월곡점,서울 성북구 오패산로 38 1층,(지번) 하월곡동 60-12
에코클린24셀프빨래방 정릉점,서울 성북구 정릉로27길 33 1층,(지번) 정릉동 165-13
종암24시셀프빨래방,서울 성북구 종암로19길 43,(지번) 종암동 53-5
워시타임 성신여대입구역점,서울 성북구 동소문로25길 44 101호,(지번) 동선동5가 99
셀피아 성북돈암점,서울 성북구 보문로34가길 47,(지번) 동선동3가 183
위니아24크린샵 종암점,서울 성북구 종암로5길 29 유제빌딩 1층,(지번) 종암동 34-6
크린업24 셀프빨래방 종암고대점,서울 성북구 종암로5길 36 선경아파트 상가 5호,(지번) 종암동 34-3
화이트365 동덕여대점,서울 성북구 장월로1길 68,(지번) 상월곡동 64-2
자작나무숲24시셀프빨래방,서울 성북구 정릉로10길 107 1층,(지번) 정릉동 921
덱스터 종암점,서울 성북구 북악산로29길 31,(지번) 종암동 33-33
BTAL셀프빨래방,서울 성북구 북악산로 744,(지번) 정릉동 556-52
워시엔조이빨래방 성북종암점,서울 성북구 종암로13길 4-13,(지번) 종암동 45-67
크린토피아 코인워시 송파방이2동점,서울 송파구 오금로17길 20,(지번) 방이동 106-2
코인워시24 석촌점,서울 송파구 가락로12길 5-29 1층,(지번) 석촌동 273-18
코인워시24빨래터 방이점,서울 송파구 백제고분로50길 42,(지번) 방이동 158-9
크린토피아 코인워시 송파방이시장점,서울 송파구 오금로19길 17 1층,(지번) 방이동 111-10
크린토피아 코인워시 잠실잠전초교점,서울 송파구 삼전로9길 21 화진빌딩 1층,(지번) 잠실동 238-18
크린토피아 코인워시 송파삼전호수점,"서울 송파구 백제고분로31길 31 104,105호",(지번) 삼전동 113-8
크린토피아 코인워시 송파오금공원점,서울 송파구 마천로 144,(지번) 오금동 72-6
크린토피아 코인워시 삼전배명점,서울 송파구 백제고분로32길 20 1층,(지번) 삼전동 165-18
크린토피아 코인워시 송파신천역점,서울 송파구 올림픽로12길 31,(지번) 잠실동 213-1
크린토피아 코인워시 잠실본동점,서울 송파구 백제고분로12길 7,(지번) 잠실동 312-18
워시엔조이 석촌점,서울 송파구 백제고분로34길 11,(지번) 석촌동 233-7
코인워시24빨래터 신천점,서울 송파구 올림픽로12길 39-1,(지번) 잠실동 213-9
워시엔조이 가락점,서울 송파구 양재대로66길 40 101호,(지번) 가락동 35-8
잠실24시셀프빨래방,서울 송파구 백제고분로27길 30,(지번) 삼전동 108-7
버블존 24시코인워시빨래방,서울 송파구 석촌호수로18길 18,(지번) 석촌동 56-16
크린토피아 코인워시 송파가락동점,서울 송파구 오금로36길 28-1 1층,(지번) 가락동 19-9
더런드리 송파잠실점,서울 송파구 백제고분로20길 13-8 삼우빌딩 1층 102호,(지번) 잠실동 339-2
크린토피아 코인워시 송파1동점,서울 송파구 백제고분로42길 15 1층,(지번) 송파동 112-14
위니아24시크린샵 방이점,서울 송파구 가락로36길 7,(지번) 방이동 134-6
크린토피아 코인워시 송파고분로점,서울 송파구 백제고분로34길 20,(지번) 석촌동 215-14
화이트365 석촌점,서울 송파구 백제고분로39길 29,(지번) 석촌동 163-1
코인워시24시빨래터 잠실점,서울 송파구 백제고분로21길 9,(지번) 삼전동 8-8
워시테리아 송파점,서울 송파구 송이로10길 8-1,(지번) 송파동 175-6
화이트365 잠실점,서울 송파구 석촌호수로12길 43,(지번) 잠실동 218
워시엔조이 잠실점,서울 송파구 백제고분로18길 35 1층 101호,(지번) 잠실동 327-13
동전빨래방,서울 송파구 백제고분로14길 4-3,(지번) 잠실동 318
셀빨래방 오금점,서울 송파구 동남로24길 7,(지번) 오금동 152-1
펭귄하우스 송파석촌점,서울 송파구 백제고분로37가길 6 써니빌 102호,(지번) 석촌동 172-4
화이트365 송파점,서울 송파구 백제고분로46길 37,(지번) 송파동 145-15
워시엔조이 송파방이점,서울 송파구 위례성대로12길 14 1층 101호,(지번) 방이동 164-8
더런드리셀프빨래방 석촌고분점,서울 송파구 백제고분로34길 34,(지번) 석촌동 219
크린토피아 코인워시 송파헬리오시티2호점,서울 송파구 송파대로 345 헬리오시티 2A동 B07호,(지번) 가락동 479
새마을빨래방,서울 송파구 석촌호수로12길 23-10 103호,(지번) 잠실동 213-23
진시스삼전진시스점런드리익스프레스샵,서울 송파구 백제고분로32길 21,(지번) 삼전동 176
코인워시24빨래터 영등포구청역점,서울 영등포구 양산로25길 9,(지번) 당산동3가 72-1
크린업24셀프빨래방 목동점,서울 양천구 신정중앙로21길 10,(지번) 신정동 888-8
24시셀프빨래방 화곡점,서울 강서구 곰달래로 235,(지번) 화곡동 839-4
크린토피아 코인워시 당산동4가점,서울 영등포구 당산로38길 5 해승빌딩 1층,(지번) 당산동4가 32-35
월드크리닝플러스월드코인365,서울 영등포구 선유로17길 24 1층,(지번) 문래동6가 29
크린업24 오목교역점,서울 양천구 신목로14길 9,(지번) 신정동 118-5
